[1.00003,1.00006]
[1.00003,1.00006]
[1.00002,1.00005]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00002]
[1.00001,1.00001]
[0.999999,0.999998]
[0.999999,0.999998]
